,salary,f_open,f_employed,f_selfemployed,f_unemployed,f_education,f_organization,f_datascientist,f_designer,f_developer,f_devops,f_engineer,f_scientist,f_years,f_yearspro,f_ambition,f_python,f_r,f_age,f_female,f_male,f_other
60357,11450.0,1,1,0,0,1,0,0,0,1,1,0,0,5,3,1,1,0,24,0,1,0
60360,83640.0,0,1,0,0,2,0,0,0,1,1,0,0,20,10,0,1,0,34,0,1,0
60362,48121.0,0,1,0,0,0,0,0,0,1,0,0,0,5,3,0,0,0,22,0,1,0
60364,157500.0,0,1,0,0,1,0,0,0,1,0,0,0,6,1,0,0,0,22,0,1,0
60365,60925.0,0,1,0,0,1,1,0,0,1,0,0,0,7,4,1,1,0,24,0,1,0
60366,34500.0,1,1,0,0,2,0,1,0,0,0,1,0,30,10,0,1,0,39,0,1,0
60370,20628.0,0,0,1,0,0,0,0,0,1,0,0,0,10,2,0,0,0,27,0,1,0
60373,57287.0,0,1,0,0,1,0,0,0,1,0,0,0,10,5,0,0,0,27,0,1,0
60376,102000.0,0,1,0,0,1,0,0,0,1,0,1,0,20,14,0,0,0,37,0,1,0
60381,75237.0,0,0,1,0,0,0,0,0,1,0,0,0,8,5,0,1,0,29,0,1,0
60383,8832.0,0,1,0,0,2,0,0,0,1,0,0,0,9,11,1,0,0,40,0,1,0
60385,112224.0,1,0,1,0,2,0,0,1,1,0,0,0,16,10,0,1,0,32,0,1,0
60386,53028.0,0,1,0,0,2,0,0,0,1,0,0,0,14,7,0,0,0,28,0,1,0
60392,728700.0,0,1,0,0,1,0,0,0,1,1,0,0,9,7,0,0,0,33,0,1,0
60393,39528.0,0,1,0,0,1,0,0,0,1,0,0,0,18,13,0,0,0,39,0,1,0
60394,16212.0,0,1,0,0,0,0,0,0,1,0,0,0,8,6,0,0,0,26,0,1,0
60397,11748.0,0,1,0,0,1,1,1,0,1,0,0,0,10,0,1,1,0,23,0,1,0
60398,53616.0,0,1,0,0,1,0,0,0,1,0,0,0,11,8,0,0,0,26,0,1,0
60400,160000.0,0,1,0,0,1,0,0,0,1,1,1,0,15,14,0,1,0,36,0,1,0
60401,30935.0,0,1,0,0,2,1,0,0,1,0,0,0,15,6,0,0,0,34,0,1,0
60404,86400.0,0,1,0,0,1,1,0,0,1,1,0,0,10,3,0,1,0,23,0,1,0
60405,54348.0,1,1,0,0,1,1,0,0,1,0,0,0,21,14,1,1,0,38,0,1,0
60406,34368.0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,19,0,1,0
60407,4920.0,0,1,0,0,0,0,0,0,1,0,0,0,4,4,0,1,0,26,0,1,0
60408,90000.0,0,1,0,0,1,0,0,0,1,0,0,0,22,20,0,0,0,42,0,1,0
60410,27500.0,0,1,0,0,0,1,0,0,1,0,0,0,8,4,0,1,0,23,0,0,1
60413,4198.0,0,1,0,0,1,0,0,0,1,1,1,0,8,2,1,1,0,24,0,1,0
60415,119000.0,0,1,0,0,1,1,0,0,1,0,0,0,10,6,0,0,0,29,0,1,0
60416,95000.0,0,1,0,0,0,0,0,0,1,0,0,0,16,12,0,1,0,36,0,0,1
60417,48097.0,0,1,0,0,2,0,0,0,1,0,0,0,5,3,1,1,0,24,0,1,0
60418,125000.0,0,1,0,0,0,0,0,1,1,0,0,0,15,7,0,0,0,31,0,1,0
60420,13993.0,0,1,0,0,1,0,0,0,1,0,0,0,7,4,1,0,0,25,0,1,0
60421,250000.0,0,1,0,0,1,1,0,0,1,0,0,0,12,2,0,1,0,22,0,1,0
60422,26544.0,0,1,0,0,1,0,0,0,1,0,0,0,20,15,0,0,0,31,0,1,0
60423,179000.0,0,1,0,0,1,1,0,0,1,0,0,0,6,3,1,0,0,25,1,0,0
60426,86000.0,0,1,0,0,2,1,0,1,1,0,0,0,12,3,0,1,0,26,0,0,1
60430,80508.0,0,1,0,0,2,1,0,0,1,0,0,0,38,33,0,0,0,56,0,1,0
60432,32712.0,0,1,0,0,0,0,0,0,1,0,0,0,10,3,0,0,0,24,0,1,0
60433,41040.0,0,1,0,0,2,0,0,0,1,1,0,0,8,8,0,0,0,34,0,1,0
60435,51936.0,0,1,0,0,1,1,0,0,1,0,0,0,12,9,0,1,0,33,0,1,0
60437,107000.0,1,1,0,0,2,1,0,0,1,0,0,0,16,4,0,1,0,36,0,1,0
60438,50771.0,0,1,0,0,1,0,0,1,1,0,0,0,37,10,0,0,0,50,0,1,0
60439,68705.0,0,1,0,0,2,1,0,0,1,0,0,0,20,11,0,1,0,42,0,1,0
60441,48468.0,0,1,0,0,0,1,0,0,1,0,0,0,9,5,0,0,0,29,0,1,0
60444,19404.0,0,1,0,0,2,1,0,0,1,0,0,0,12,6,1,0,0,30,0,1,0
60445,64115.0,0,1,0,0,1,1,0,1,1,0,0,0,13,3,0,0,0,25,0,1,0
60447,200000.0,0,1,0,0,1,1,0,1,1,0,0,0,20,17,0,1,0,38,0,1,0
60450,106874.0,0,1,0,0,1,0,1,0,1,0,1,0,9,5,0,1,0,27,0,1,0
60452,9795.0,1,1,0,0,1,1,0,0,1,0,0,0,7,2,1,0,0,25,0,1,0
60453,360000.0,1,1,0,0,2,1,0,0,1,0,0,0,24,18,0,1,0,39,0,1,0
60455,110000.0,0,1,0,0,1,0,0,0,1,0,1,0,9,5,0,0,0,27,0,1,0
60456,116776.0,0,1,0,0,1,0,0,0,1,0,0,0,16,11,0,0,0,34,0,1,0
60458,61071.0,0,1,0,0,1,1,0,0,1,0,0,0,8,2,0,1,0,25,0,1,0
60462,4164.0,0,1,0,0,1,0,0,0,1,0,0,0,5,2,1,0,0,25,0,1,0
60467,55000.0,0,1,0,0,0,0,0,0,1,0,0,0,4,2,0,1,0,28,1,0,0
60468,68903.0,0,1,0,0,1,0,0,0,1,0,0,0,7,3,0,1,0,25,1,0,0
60469,8328.0,0,1,0,0,2,0,0,0,1,1,0,0,10,3,0,1,0,26,0,1,0
60470,12576.0,0,1,0,0,2,0,0,0,1,0,1,0,4,3,0,0,0,27,0,1,0
60471,53672.0,1,1,0,0,1,0,0,0,1,0,0,0,4,2,1,1,0,25,0,1,0
60472,25656.0,0,1,0,0,1,1,0,0,1,1,0,0,7,3,0,1,0,26,0,1,0
60473,180000.0,1,1,0,0,0,0,0,0,1,0,0,0,37,23,0,0,0,43,0,1,0
60474,115000.0,0,1,0,0,1,1,0,0,1,0,0,0,20,14,0,0,0,43,0,1,0
60477,13176.0,0,1,0,0,2,0,0,0,1,0,0,0,9,3,0,0,0,29,0,1,0
60478,41244.0,0,1,0,0,2,1,0,0,1,1,0,0,15,5,0,1,0,31,0,1,0
60480,42525.0,0,1,0,0,2,0,0,0,1,0,0,0,10,3,1,1,0,24,0,1,0
60481,83972.0,0,0,1,0,2,0,0,0,1,0,0,0,19,15,0,0,0,38,0,1,0
60483,128500.0,0,1,0,0,2,0,0,0,1,1,1,0,17,8,0,1,0,32,0,1,0
60484,28644.0,1,1,0,0,2,0,1,0,1,0,0,0,8,4,1,1,0,34,0,1,0
60485,95000.0,0,1,0,0,1,0,0,0,1,0,0,0,5,5,0,0,0,33,0,1,0
60486,700000.0,0,1,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,26,1,0,0
60488,22236.0,0,1,0,0,1,1,0,0,1,0,0,0,5,4,0,0,0,24,0,1,0
60492,80000.0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,25,0,1,0
60493,34368.0,0,1,0,0,2,0,0,0,1,0,0,0,9,4,0,0,0,27,0,1,0
60497,28860.0,0,1,0,0,1,0,1,0,0,1,0,0,4,2,1,1,0,24,0,1,0
60498,158631.0,0,1,0,0,1,0,0,0,0,0,0,0,25,19,0,0,0,42,0,1,0
60499,60000.0,0,1,0,0,1,1,1,0,1,0,0,0,6,4,1,1,0,22,0,1,0
60500,28272.0,0,1,0,0,1,0,0,0,1,1,0,1,11,7,0,1,0,27,0,1,0
60501,96000.0,0,1,0,0,1,0,0,0,1,0,0,0,4,1,0,1,1,23,1,0,0
60502,92500.0,0,1,0,0,1,0,0,1,1,0,0,0,14,2,0,0,0,28,0,1,0
60503,91241.0,0,1,0,0,1,1,0,0,1,1,0,0,18,3,0,0,0,43,0,1,0
60504,93000.0,0,1,0,0,1,0,0,0,0,0,1,0,5,5,1,1,0,27,0,1,0
60506,19296.0,0,1,0,0,1,0,0,0,1,0,0,0,10,1,0,0,0,22,0,1,0
60508,71060.0,0,1,0,0,1,1,0,0,1,0,0,0,6,3,1,1,1,23,0,1,0
60509,26586.0,0,1,0,0,2,1,0,0,1,0,0,0,9,9,0,0,0,33,0,1,0
60510,57287.0,0,1,0,0,2,0,0,0,1,0,0,0,10,4,0,0,0,27,0,1,0
60511,64128.0,0,1,0,0,2,1,0,0,1,0,0,0,24,14,0,0,0,38,0,1,0
60512,83972.0,0,1,0,0,1,0,0,0,1,1,1,0,14,10,0,1,0,31,0,1,0
60514,69349.0,0,1,0,0,2,0,0,0,1,0,0,0,8,5,0,1,0,30,0,1,0
60515,28860.0,0,1,0,0,0,0,0,0,1,0,0,0,5,3,1,1,0,23,0,1,0
60516,15120.0,0,1,0,0,2,1,1,0,0,0,0,1,16,8,1,0,0,28,0,1,0
60517,11748.0,0,1,0,0,2,1,0,0,1,0,0,0,10,8,1,0,1,34,0,1,0
60518,4992.0,0,1,0,0,1,0,0,0,1,0,0,0,5,2,1,0,0,25,0,1,0
60519,6876.0,0,1,0,0,1,1,0,0,1,0,0,0,10,2,1,0,0,24,0,1,0
60520,105000.0,0,1,0,0,1,0,0,0,1,0,0,0,9,4,0,1,0,40,1,0,0
60522,22000.0,0,1,0,0,1,0,0,0,0,0,0,1,6,3,0,1,0,22,0,1,0
60523,96192.0,0,1,0,0,1,0,0,0,1,0,0,0,12,10,0,0,0,35,0,1,0
60525,22944.0,0,1,0,0,1,0,0,1,1,0,0,0,14,9,0,0,0,28,0,1,0
60526,25224.0,0,1,0,0,0,0,0,0,1,0,0,0,6,5,0,0,0,25,0,1,0
60527,7476.0,0,1,0,0,0,0,0,0,1,0,0,0,15,4,0,1,0,25,0,1,0
60529,67896.0,0,1,0,0,2,1,0,0,1,0,0,0,34,19,0,0,0,40,0,1,0
60532,15624.0,0,1,0,0,2,1,0,0,0,0,0,1,3,3,0,1,0,31,0,1,0
60533,563712.0,1,0,1,0,1,0,0,0,1,0,0,0,4,3,0,1,0,30,0,1,0
60534,109992.0,0,0,1,0,0,0,0,0,1,0,0,0,31,23,0,0,0,43,0,1,0
60535,20328.0,0,1,0,0,1,1,0,0,1,0,0,0,25,20,0,1,0,40,0,1,0
60540,23304.0,0,1,0,0,2,1,0,0,1,0,0,0,27,17,0,0,0,37,0,1,0
60541,160000.0,0,1,0,0,1,1,0,0,1,0,0,0,30,27,0,1,0,48,0,1,0
60545,85000.0,0,1,0,0,1,0,0,0,1,1,0,0,8,6,0,1,0,30,0,1,0
60546,66648.0,0,1,0,0,2,1,0,0,1,0,0,0,10,7,1,0,0,29,0,1,0
60550,106044.0,0,1,0,0,1,0,0,0,1,0,0,0,12,6,0,1,0,30,0,1,0
60551,48121.0,0,1,0,0,0,0,0,0,1,0,0,0,7,7,0,0,0,36,0,1,0
60553,110000.0,0,1,0,0,1,0,0,0,1,1,1,0,34,16,0,0,0,39,0,1,0
60557,79188.0,0,1,0,0,1,0,0,0,1,0,0,0,10,5,0,0,0,26,0,1,0
60558,53615.0,0,1,0,0,2,0,0,0,1,0,0,0,15,5,0,0,0,27,0,1,0
60561,53460.0,1,1,0,0,2,0,0,0,1,1,0,0,27,20,0,0,0,42,0,1,0
60562,668316.0,0,1,0,0,1,1,0,0,1,1,1,0,6,0,0,0,0,23,0,1,0
60563,23388.0,0,1,0,0,2,0,0,1,1,0,0,0,11,5,0,1,0,28,0,1,0
60565,44808.0,0,1,0,0,0,0,0,0,1,0,0,0,24,22,0,0,0,42,0,1,0
60566,125000.0,0,1,0,0,0,1,1,0,1,1,1,1,20,20,0,1,0,41,0,1,0
60568,100000.0,0,1,0,0,1,1,0,0,0,0,0,0,8,4,1,1,0,25,1,0,0
60570,17160.0,0,1,0,0,2,0,0,0,1,0,0,0,10,31,0,0,0,34,0,1,0
60571,25656.0,0,1,0,0,2,0,1,0,0,0,0,0,5,2,0,1,1,26,0,1,0
60573,85051.0,1,1,0,0,2,0,0,0,0,0,0,0,20,12,0,1,0,35,0,1,0
60575,83000.0,0,1,0,0,1,1,0,0,1,0,0,0,11,5,0,0,0,28,0,1,0
60576,69384.0,0,1,0,0,1,0,0,0,1,0,0,0,8,5,0,0,0,28,0,1,0
60578,21917.0,1,1,0,0,0,1,0,0,1,0,0,0,7,2,0,1,0,19,0,1,0
60579,312.0,0,1,0,0,0,1,0,0,1,1,0,0,10,5,1,1,0,21,0,1,0
60581,54996.0,0,1,0,0,1,1,0,1,1,0,0,0,17,10,1,0,0,32,0,1,0
60582,49620.0,0,1,0,0,0,0,0,0,1,0,0,0,6,4,0,1,0,25,0,1,0
60583,52704.0,0,1,0,0,1,0,0,0,1,0,0,0,18,4,0,0,0,30,0,1,0
60584,69891.0,0,1,0,0,2,0,0,0,1,0,0,0,25,26,0,0,0,56,0,1,0
60585,2604.0,0,1,0,0,0,0,0,1,1,0,0,0,3,2,1,0,0,19,0,1,0
60586,95740.0,0,1,0,0,1,1,0,0,1,0,0,0,11,5,0,0,0,29,0,1,0
60588,6300.0,0,1,0,0,1,0,0,0,1,0,0,0,3,2,0,0,0,23,0,1,0
60589,17256.0,0,1,0,0,0,0,0,0,1,0,0,0,27,19,0,1,0,40,0,1,0
60590,130000.0,0,1,0,0,1,1,0,0,1,0,0,0,30,23,0,1,0,50,0,1,0
60591,28080.0,0,1,0,0,1,0,0,0,1,0,0,0,9,5,1,0,0,27,0,1,0
60592,16128.0,0,1,0,0,1,1,0,0,1,0,0,0,7,2,0,0,0,26,0,1,0
60595,57287.0,1,1,0,0,2,1,0,0,1,1,0,0,41,39,0,1,0,63,0,1,0
60597,26124.0,0,1,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,23,0,1,0
60598,53892.0,0,1,0,0,1,0,0,0,1,0,0,0,16,11,0,0,0,36,0,1,0
60599,48279.0,0,1,0,0,2,0,1,0,0,0,0,0,15,6,1,1,1,27,0,1,0
60602,16281.0,0,1,0,0,1,0,0,0,1,0,0,0,10,5,1,0,0,28,1,0,0
60604,130000.0,0,1,0,0,2,0,1,0,0,0,1,1,11,11,0,1,1,31,0,1,0
60607,52704.0,0,1,0,0,2,0,0,0,1,0,0,0,25,19,0,0,0,42,0,1,0
60608,117763.0,0,1,0,0,2,1,1,0,0,0,0,0,20,20,0,1,0,43,0,1,0
60609,113000.0,0,1,0,0,1,1,0,0,1,0,1,0,7,5,1,0,0,26,0,1,0
60610,107949.0,0,1,0,0,2,1,1,0,0,0,0,0,30,9,0,1,1,36,0,1,0
60611,130554.0,0,1,0,0,1,0,0,0,1,0,0,0,30,25,0,0,0,48,0,1,0
60612,58356.0,1,1,0,0,2,1,0,0,1,0,1,0,15,10,0,0,0,31,0,1,0
60614,93204.0,0,0,1,0,0,0,0,1,1,0,0,0,21,17,0,1,0,36,0,1,0
60616,63016.0,0,1,0,0,0,0,0,0,1,1,0,0,15,3,1,0,0,25,0,1,0
60617,720000.0,0,0,1,0,0,0,0,1,1,0,0,0,10,8,0,0,0,25,0,1,0
60620,83640.0,0,1,0,0,1,1,0,0,0,1,1,0,18,13,0,1,0,35,0,1,0
60621,118000.0,0,1,0,0,1,0,0,0,1,0,0,0,5,3,0,1,0,26,1,0,0
60622,65424.0,0,1,0,0,0,1,0,0,1,0,0,0,16,9,0,1,0,34,0,1,0
60623,90000.0,1,1,0,0,1,0,0,0,1,0,0,0,20,18,1,1,0,37,0,1,0
60627,86256.0,0,0,1,0,0,0,0,0,1,0,0,0,40,32,0,0,0,54,0,1,0
60628,18000.0,0,1,0,0,2,0,0,0,1,0,1,0,12,10,0,0,0,3,0,1,0
60630,47796.0,0,1,0,0,2,1,0,0,1,0,0,0,12,9,1,0,0,29,0,1,0
60631,82488.0,0,1,0,0,2,0,0,0,1,1,0,0,25,13,0,0,0,35,0,1,0
60632,32472.0,0,1,0,0,0,0,0,0,1,0,0,0,7,1,0,1,0,24,0,1,0
60635,86400.0,0,1,0,0,0,0,0,0,1,0,0,0,20,15,0,0,0,37,0,1,0
60636,55610.0,0,1,0,0,2,0,1,0,1,0,0,1,8,3,0,1,0,27,0,1,0
60637,19584.0,1,1,0,0,1,0,0,0,1,0,0,0,15,10,1,0,0,34,0,1,0
60639,170000.0,0,1,0,0,2,0,0,0,1,0,1,0,11,7,0,0,0,32,0,1,0
60641,325000.0,0,1,0,0,2,0,1,0,0,0,0,1,15,7,0,1,0,34,0,1,0
60644,110000.0,0,1,0,0,0,0,0,1,1,0,0,0,17,15,0,0,0,40,0,1,0
60645,22392.0,0,1,0,0,1,0,0,0,1,0,0,0,5,4,0,0,0,26,1,0,0
60646,107000.0,0,1,0,0,1,1,0,0,1,0,0,0,10,7,0,0,0,29,0,1,0
60649,96000.0,0,1,0,0,2,1,0,0,1,0,1,0,6,3,0,1,1,32,1,0,0
60651,5904.0,0,1,0,0,0,0,0,0,1,0,0,0,5,2,1,1,0,29,0,1,0
60652,8652.0,0,1,0,0,0,0,0,0,1,0,0,0,3,2,1,0,0,25,0,1,0
60653,78000.0,0,1,0,0,1,0,0,0,1,0,0,0,5,2,0,0,0,26,0,1,0
60656,63700.0,0,1,0,0,1,0,0,0,1,0,1,0,4,1,1,1,0,25,0,1,0
60657,22900.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,23,1,0,0
60659,65000.0,0,1,0,0,0,0,0,0,1,0,0,0,7,3,0,0,0,30,0,1,0
60660,61071.0,1,1,0,0,1,0,1,0,1,1,1,0,24,20,0,0,0,44,0,1,0
60664,14826.0,0,1,0,0,1,0,0,1,1,0,0,0,3,2,1,1,0,26,0,1,0
60665,57744.0,0,1,0,0,0,0,0,0,1,1,0,0,7,3,0,0,0,25,0,1,0
60671,107000.0,0,1,0,0,1,1,0,0,0,0,1,0,6,2,0,1,0,28,0,1,0
60672,3526.0,0,1,0,0,2,0,0,0,1,0,0,0,8,1,1,0,0,27,0,1,0
60673,2688.0,0,1,0,0,1,0,0,0,1,0,0,0,3,2,0,1,0,27,0,1,0
60675,140000.0,0,1,0,0,1,1,0,0,1,0,0,0,13,13,1,0,0,36,0,1,0
60677,66456.0,0,1,0,0,1,0,0,0,1,1,1,0,18,15,0,0,0,31,0,1,0
60678,57287.0,0,1,0,0,2,0,0,0,1,0,0,0,15,6,0,1,1,28,0,1,0
60679,79555.0,0,1,0,0,2,0,0,0,1,1,0,0,14,8,0,0,0,30,0,1,0
60682,13752.0,0,1,0,0,0,0,0,0,1,0,0,0,6,1,0,1,0,24,1,0,0
60683,115000.0,0,1,0,0,1,1,0,0,1,0,0,0,19,15,0,0,0,36,0,1,0
60684,95518.0,0,1,0,0,2,1,0,0,1,0,0,0,14,9,0,0,0,31,0,1,0
60685,90000.0,0,1,0,0,1,0,0,0,1,0,0,0,17,12,0,0,0,34,0,1,0
60686,20844.0,0,1,0,0,0,0,0,1,1,0,0,0,7,3,1,0,0,23,0,1,0
60687,48096.0,0,1,0,0,0,0,0,0,1,0,0,0,25,15,0,0,0,38,0,1,0
60688,154950.0,1,1,0,0,1,1,0,0,1,0,0,0,6,4,0,0,0,23,0,1,0
60689,61872.0,0,1,0,0,2,1,0,0,0,0,0,0,3,0,1,0,0,29,0,1,0
60690,46712.0,0,1,0,0,2,1,0,0,1,0,0,0,10,5,0,0,0,28,0,1,0
60691,47105.0,0,1,0,0,1,1,0,0,1,0,0,0,8,6,0,1,0,28,0,1,0
60694,58056.0,0,1,0,0,2,1,0,1,1,0,0,0,15,9,0,1,0,36,0,1,0
60695,26460.0,0,1,0,0,2,0,0,0,1,0,0,0,15,7,0,0,0,28,0,1,0
60696,12600.0,0,1,0,0,1,0,0,0,1,0,0,0,8,2,0,0,0,24,0,1,0
60698,5196.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,26,0,1,0
60700,20989.0,0,1,0,0,2,1,0,0,1,0,0,0,10,2,0,0,0,26,0,1,0
60701,56371.0,0,1,0,0,0,0,0,0,1,0,0,0,15,12,1,0,0,30,0,1,0
60702,70000.0,0,1,0,0,0,1,0,0,1,1,0,0,13,4,0,1,1,33,0,1,0
60704,52248.0,0,1,0,0,0,1,0,0,1,1,0,0,8,8,0,1,0,29,0,1,0
60708,38169.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,29,1,0,0
60710,13056.0,1,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,20,0,1,0
60711,19478.0,0,1,0,0,2,1,0,0,1,1,0,0,7,4,0,0,0,25,0,1,0
60712,4198.0,0,1,0,0,1,0,0,1,1,0,1,0,4,2,0,0,0,25,0,1,0
60715,40101.0,0,1,0,0,0,0,0,0,1,0,0,0,10,6,0,0,0,33,0,1,0
60716,175000.0,0,1,0,0,1,1,0,0,1,0,0,0,10,6,0,0,0,30,0,1,0
60717,95000.0,0,1,0,0,1,1,0,0,1,0,0,0,14,10,0,1,0,42,0,1,0
60718,502452.0,0,1,0,0,2,0,0,0,0,0,0,1,9,2,0,1,0,29,1,0,0
60721,35637.0,0,0,1,0,2,0,1,0,1,0,1,0,16,7,0,1,0,35,0,1,0
60722,74474.0,1,1,0,0,2,1,0,0,1,0,0,0,13,12,0,0,0,33,0,1,0
60723,44000.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,28,0,1,0
60724,5597.0,0,1,0,0,1,0,0,0,1,0,0,0,4,3,1,0,0,27,0,1,0
60725,120000.0,0,1,0,0,1,0,0,0,1,0,0,0,10,0,1,1,1,25,0,1,0
60726,114575.0,0,1,0,0,2,1,0,0,1,1,1,0,11,8,0,0,0,26,0,1,0
60727,14772.0,0,1,0,0,1,0,0,0,1,0,0,0,6,3,0,0,0,24,1,0,0
60729,138000.0,0,1,0,0,0,1,0,0,1,1,1,0,30,20,0,0,0,41,0,1,0
60730,140000.0,0,1,0,0,0,0,0,0,1,0,0,0,30,25,0,1,0,45,0,1,0
60731,21684.0,0,1,0,0,1,1,0,0,1,0,0,0,7,4,0,0,0,29,0,1,0
60733,51960.0,0,1,0,0,1,0,0,0,1,1,0,0,8,6,0,1,0,25,0,1,0
60734,35116.0,0,1,0,0,1,0,0,0,1,1,0,0,18,2,1,1,0,30,0,1,0
60735,37291.0,0,1,0,0,2,0,0,0,1,0,0,0,8,0,0,1,0,22,0,1,0
60736,8016.0,0,1,0,0,0,0,0,0,1,0,0,0,9,4,0,0,0,24,0,1,0
60737,85931.0,0,1,0,0,2,0,0,0,1,0,0,0,30,12,0,0,0,39,0,1,0
60738,19668.0,0,1,0,0,1,1,0,0,1,0,0,0,10,6,0,0,0,29,0,1,0
60739,32988.0,0,1,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,28,0,1,0
60740,144500.0,0,1,0,0,1,0,0,0,1,1,0,0,10,4,0,1,0,25,0,1,0
60741,24.0,0,1,0,0,1,0,0,0,1,1,0,0,10,2,0,1,0,22,0,1,0
60742,65308.0,1,1,0,0,1,1,0,0,1,0,0,0,11,3,0,0,0,25,0,1,0
60744,65424.0,0,1,0,0,1,0,0,0,1,0,0,0,20,20,0,0,0,43,0,1,0
60746,11688.0,0,1,0,0,0,0,0,0,1,0,0,0,12,2,0,1,0,28,0,1,0
60747,69000.0,0,1,0,0,1,1,0,0,1,0,0,0,7,4,0,0,0,24,0,1,0
60748,125000.0,0,1,0,0,1,0,0,0,1,0,0,0,7,5,0,0,0,26,1,0,0
60749,25000.0,0,0,1,0,0,0,0,1,1,0,0,0,20,13,0,0,0,31,0,1,0
60750,14692.0,0,1,0,0,2,1,0,0,1,0,0,0,12,6,0,1,0,29,0,1,0
60752,46976.0,0,1,0,0,2,1,0,0,0,0,0,0,8,1,0,1,0,23,0,1,0
60754,10692.0,0,1,0,0,1,0,0,0,1,0,0,0,6,1,0,0,0,26,0,1,0
60757,58000.0,0,1,0,0,0,0,0,0,1,0,0,0,38,23,0,0,0,53,0,1,0
60759,4740.0,0,1,0,0,1,0,0,0,1,0,1,0,4,5,0,0,0,28,0,1,0
60761,11256.0,0,1,0,0,1,0,0,0,1,0,0,0,6,2,1,1,1,23,0,1,0
60762,34644.0,0,1,0,0,0,0,1,0,1,1,0,0,9,5,0,0,0,32,0,1,0
60764,7800.0,0,1,0,0,2,0,0,0,1,0,0,0,2,2,0,0,0,28,0,1,0
60766,31512.0,0,0,1,0,1,1,0,0,1,0,0,0,7,7,0,0,0,27,0,1,0
60767,8362.0,0,1,0,0,1,0,0,0,1,0,0,0,6,3,1,1,0,29,0,1,0
60769,50000.0,0,1,0,0,2,1,0,0,1,0,0,0,11,4,0,0,0,29,0,1,0
60773,20172.0,0,0,1,0,0,0,0,0,1,0,1,0,5,4,0,0,0,29,0,1,0
60776,155000.0,0,1,0,0,1,1,0,0,1,0,1,0,3,2,1,1,0,25,1,0,0
60777,39876.0,0,1,0,0,0,0,0,0,1,0,0,0,5,1,0,1,0,19,0,1,0
60778,54000.0,0,1,0,0,0,0,0,1,1,0,0,0,5,0,1,1,0,23,0,1,0
60780,6552.0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,26,0,1,0
60781,47915.0,1,1,0,0,2,0,1,0,1,1,1,0,14,6,0,1,0,29,0,1,0
60785,45797.0,0,1,0,0,1,1,0,0,1,0,0,0,3,2,0,1,0,35,0,1,0
60787,371220.0,0,1,0,0,1,0,0,0,1,0,0,0,4,2,0,0,0,23,0,1,0
60788,78000.0,0,1,0,0,1,0,0,0,1,0,0,0,8,5,0,0,0,28,0,1,0
60790,19668.0,0,1,0,0,1,0,0,1,1,0,0,0,8,8,0,0,0,33,0,1,0
60791,8004.0,0,1,0,0,1,1,0,0,1,0,0,0,6,6,1,0,0,32,0,1,0
60792,135000.0,0,1,0,0,2,1,0,0,1,0,0,0,20,6,0,1,0,32,0,1,0
60793,29175.0,0,1,0,0,1,0,0,0,1,0,0,0,14,8,0,0,0,31,0,1,0
60794,155822.0,0,0,1,0,1,0,0,0,1,0,0,0,13,10,0,1,0,33,0,1,0
60795,8712.0,0,1,0,0,1,0,1,0,1,0,0,1,7,2,0,1,1,22,0,1,0
60797,100000.0,0,1,0,0,0,0,0,0,1,0,0,0,28,12,0,1,0,38,0,1,0
60801,168.0,1,0,1,0,2,0,1,0,1,0,1,0,3,2,0,1,1,23,1,0,0
60802,32316.0,1,1,0,0,1,0,0,1,1,1,1,0,8,6,1,0,0,27,0,1,0
60803,80000.0,0,1,0,0,1,0,0,1,1,0,0,0,20,13,0,1,0,36,0,1,0
60804,63987.0,0,1,0,0,2,0,0,0,1,0,0,0,8,4,0,1,0,27,0,1,0
60805,8500.0,0,1,0,0,1,0,0,0,1,0,0,0,8,5,0,0,0,27,0,1,0
60807,124305.0,0,1,0,0,2,1,0,0,0,0,1,0,30,19,0,0,0,40,0,1,0
60808,80202.0,0,1,0,0,1,0,0,0,1,0,0,0,20,12,0,1,0,37,0,1,0
60810,80000.0,0,1,0,0,1,0,0,0,1,0,0,0,14,9,0,0,0,33,0,1,0
60812,6876.0,0,1,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,22,0,1,0
60813,52339.0,0,1,0,0,2,0,1,0,1,0,0,1,13,5,0,1,1,30,0,1,0
60815,72.0,1,1,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,21,0,1,0
60817,42624.0,0,1,0,0,0,0,0,0,1,0,0,0,5,1,0,1,0,21,0,1,0
60823,130000.0,0,1,0,0,0,1,0,0,1,0,0,0,18,10,0,0,0,34,0,1,0
